sequence	frame								
	label								
	tags								
0	0	0.6246197819709778	0.8185027241706848	0.8465757966041565	0.6803504824638367	0.5813255906105042	0.9285151362419128	1.0301417112350464	0.6960704922676086
0	1	0.576579213142395	0.83151775598526	0.859026312828064	0.6849896907806396	0.6367630362510681	0.7682090401649475	0.8730120658874512	0.7361831665039062
0	2	0.6341819763183594	0.8747273087501526	0.8926873803138733	0.6939375400543213	0.6083256602287292	0.8076690435409546	0.6633028388023376	0.810724139213562
0	3	0.7029251456260681	0.8217212557792664	0.9327473640441895	0.651414155960083	0.6667189598083496	0.7766159772872925	0.7056117057800293	0.6270729899406433
0	4	0.8101200461387634	0.8230282664299011	0.9525107145309448	0.6294938325881958	0.5984728336334229	0.7242828607559204	0.7199906706809998	0.5314826965332031
0	5	0.6342038512229919	0.7822296619415283	0.9936805963516235	0.6148295998573303	0.594776451587677	0.7791738510131836	0.8210601806640625	0.7029362916946411
0	6	0.7630388140678406	0.8064501285552979	1.0067259073257446	0.6498138904571533	0.5808314681053162	0.7022173404693604	0.8922790884971619	0.8235875964164734
0	7	0.8114574551582336	0.7863407135009766	1.0014750957489014	0.6493587493896484	0.619955837726593	0.6700449585914612	0.8387289643287659	0.683919370174408
0	8	0.7363497614860535	0.7883986234664917	1.0588043928146362	0.6144238710403442	0.6587087512016296	0.715060293674469	0.6883370280265808	0.7515733242034912
0	9	0.7649058103561401	0.7753735184669495	0.9559431672096252	0.677894651889801	0.671369731426239	0.8037393093109131	1.1651430130004883	0.6494126319885254
0	10	0.8637360334396362	0.7797123789787292	0.941539466381073	0.635834276676178	0.667022168636322	0.8313722610473633	0.641413152217865	0.9515160918235779
0	11	0.8461732864379883	0.7421907186508179	0.9132850170135498	0.6560103893280029	0.6493760943412781	0.6908857822418213	0.9052852392196655	0.8544374108314514
0	12	0.9169505834579468	0.7694064378738403	0.9066115617752075	0.6090495586395264	0.8124527931213379	0.7841581702232361	0.6053937077522278	0.7065562605857849
0	13	0.8241465091705322	0.8488025665283203	0.8815227150917053	0.6363117694854736	0.7881352305412292	0.8428840637207031	0.8368132710456848	0.7945152521133423
0	14	0.6365512013435364	0.907458484172821	0.8467768430709839	0.6616517305374146	0.8624494075775146	0.8186326026916504	0.5857357382774353	0.6130658388137817
0	15	1.018031358718872	0.897512674331665	0.7599568367004395	0.67679363489151	0.8300204277038574	0.8299132585525513	0.6144855618476868	0.870917797088623
0	16	1.220229148864746	0.9158707857131958	0.765373945236206	0.8288207054138184	0.851028561592102	0.678796112537384	1.1964424848556519	0.8930526375770569
0	17	2.54502010345459	1.0174593925476074	0.9127528667449951	2.1665282249450684	0.8024836182594299	1.0132297277450562	1.5003366470336914	1.5410430431365967
0	18	2.6502037048339844	1.2297935485839844	0.8639650344848633	2.4353139400482178	0.8167540431022644	0.907785177230835	1.2631317377090454	2.027801752090454
0	19	2.52634596824646	1.2579890489578247	0.8902504444122314	2.467642307281494	0.79554283618927	0.8529009819030762	1.2499785423278809	1.9064034223556519
0	20	2.4557526111602783	1.1706535816192627	0.7989559769630432	2.292356491088867	0.706977903842926	0.9794960021972656	1.140293002128601	1.7564313411712646
0	21	1.8482275009155273	1.1300628185272217	0.8499574661254883	2.157388210296631	0.6466934680938721	0.7209985256195068	1.2659279108047485	2.0816397666931152
0	22	1.4846125841140747	1.0225915908813477	0.8282148838043213	2.0900347232818604	0.6227012276649475	0.7624014019966125	1.1583491563796997	1.494760274887085
0	23	1.3692264556884766	0.9974174499511719	0.8685012459754944	1.922076940536499	0.5997097492218018	0.8302826881408691	0.8038650751113892	1.3357714414596558
0	24	1.2242172956466675	0.9168338775634766	0.8709807395935059	1.808556079864502	0.6578328609466553	0.9395321607589722	1.1791293621063232	1.3237688541412354
0	25	0.7564988732337952	0.9232484102249146	0.9330633878707886	1.6382765769958496	0.5915514230728149	1.0368505716323853	0.919818103313446	1.1030110120773315
0	26	1.0527162551879883	0.9562823176383972	0.9330827593803406	1.776260256767273	0.6157487034797668	0.9535807967185974	0.9653082489967346	1.1044456958770752
0	27	1.0722676515579224	0.9368233680725098	0.9316663146018982	1.6776320934295654	0.6207735538482666	0.8418939709663391	1.2246484756469727	1.1388109922409058
0	28	0.871700644493103	1.033613920211792	0.9540234208106995	1.523559331893921	0.65671706199646	0.967846155166626	1.2602782249450684	0.6246016025543213
